P_ADDR_TB /PADDRSTB / DCLP-ADDR-TB
P_DME_BG_INFO_TB /PRVDBGTB / DCLP-DME-BG-INFO-TB   
P-SYS-ID             ,9
P-BG-SEQ-NUM         ,9
P-BG-LST-NAM         ,35
P-BG-FST-NAM         ,15
P-BG-MI-NAM          ,1
P-BG-LIC-NUM         ,20
P-BG-EXP-DT          ,10
G-AUD-USER-ID        ,7
G-AUD-DT             ,10
G-AUD-TM             ,8
P_DME_BUSN_INFO_TB /PRVDBSTB / DCLP-DME-BUSN-INFO-TB  
P-SYS-ID             ,9
P-DME-QUES-11A-IND   ,1
P-DME-QUES-11B-IND   ,1
P-DME-QUES-11C-IND   ,1
P-DME-QUES-11D-IND   ,1
P-DME-QUES-11E-IND   ,1
P-DME-QUES-11F-IND   ,1
P-DME-QUES-11G-IND   ,1
P-DME-QUES-11G-AD    ,30
P-DME-11G-CITY-NAM   ,20
P-DME-11G-ST-CD      ,2
P-DME-11G-ZIP5-CD    ,5
P-DME-11G-ZIP4-CD    ,4
P-DME-QUES-11H-IND   ,1
P-DME-QUES-11I-IND   ,1
P-DME-11J1-IND       ,1
P-DME-11J2-IND       ,1
P-DME-11J2-LST-NAM   ,35
P-DME-11J2-FST-NAM   ,15
P-DME-11J2-MI-NAM    ,1
P-DME-11J2-AD        ,30
P-DME-11J2-CITY-NA   ,20
P-DME-11J2-ST-CD     ,2
P-DME-11J2-ZIP5-CD   ,5
P-DME-11J2-ZIP4-CD   ,4
P-DME-11J2-PHON-NU   ,10
P-DME-QUES-11K-IND   ,1
P-DME-QUES-11L-IND   ,1
P-DME-QUES-11M-IND   ,1
P-DME-QUES-11N-IND   ,1
P-DME-QUES-11O-IND   ,1
P-DME-11O-Y-IND      ,1
P-DME-QUES-11P-IND   ,1
P-DME-QUES-11Q-IND   ,1
P-DME-QUES-11R-IND   ,1
P-DME-QUES-11S-IND   ,1
G-AUD-USER-ID        ,7
G-AUD-DT             ,10
G-AUD-TM             ,8
P_DME_TB /PRVDMETB / DCLP-DME-TB      
P-SYS-ID             ,9
P-DME-INSR-NAM       ,35
P-DME-INSR-PLCY-NU   ,20
P-DME-PLCY-ISS-DT    ,10
P-DME-PLCY-EXP-DT    ,10
P-DME-INAG-LST-NA    ,35
P-DME-INAG-FST-NA    ,15
P-DME-INAG-MI-NAM    ,1
P-DME-INAG-PHON-NU   ,10
P-DME-INAG-FAX-NUM   ,10
P-DME-INAG-EML-AD-TEXT,128
P-DME-DIAB-FW-IND    ,1
P-DME-DIAB-ABC-IND   ,1
P-DME-DIAB-BOC-IND   ,1
P-DIAB-OTHR-IND      ,1
P-DIAB-SPEC-TX       ,30
P-DME-ORTHD-IND      ,1
P-ORTHD-SHOE-IND     ,1
P-ORTHD-FOOT-IND     ,1
P-ORTHD-ABC-IND      ,1
P-ORTHD-TECH-IND     ,1
P-ORTHD-BOC-IND      ,1
P-ORTHD-OTHR-IND     ,1
P-ORTHD-SPEC-TX      ,30
P-DME-PMD-IND        ,1
P-DME-PMD-POV-IND    ,1
P-DME-PMD-PWC-IND    ,1
P-DME-PMD-RTCR-IND   ,1
P-DME-PMD-ATS-IND    ,1
P-DME-PMD-ATP-IND    ,1
P-DME-PMD-OTHR-IND   ,1
P-DME-PMD-SPEC-TX    ,30
P-DME-PROS-IND       ,1
P-DME-PROS-GEN-IND   ,1
P-DME-PROS-SPEC-IN   ,1
P-DME-PROS-MX-IND    ,1
P-DME-PROS-ABC-IND   ,1
P-ABC-TECH-IND       ,1
P-DME-PROS-BOC-IND   ,1
P-PROS-OTHR-1ST-IN   ,1
P-PROS-SPEC-1ST-TX   ,30
P-DME-PROS-FLT-IND   ,1
P-DME-PROS-FIT-IND   ,1
P-PROS-OTHR-2ND-IN   ,1
P-PROS-SPEC-2ND-TX   ,30
P-DME-RESPTY-IND     ,1
P-RESPTY-BPAP-IND    ,1
P-RESPTY-CPAP-IND    ,1
P-RESPTY-IPP-IND     ,1
P-ASSIST-DVC-IND     ,1
P-RESPTY-RRT-IND     ,1
P-RESPTY-CRT-IND     ,1
P-RESPTY-OTHR-IND    ,1
P-RESPTY-SPEC-TX     ,30
P-DME-WHC-IND        ,1
P-DME-WHC-RET-IND    ,1
P-DME-WHC-ATS-IND    ,1
P-DME-WHC-ATP-IND    ,1
P-DME-WHC-OTHR-IND   ,1
P-DME-WHC-SPEC-TX    ,30
P-DME-COMDS-IND      ,1
P-DME-DIAB-ES-IND    ,1
P-DME-DIAL-ES-IND    ,1
P-DME-HC-APPL-IND    ,1
P-DME-HDIAL-ES-IND   ,1
P-DME-HOSP-BED-IND   ,1
P-DME-HOSP-ACC-IND   ,1
P-HOSP-ELEC-IND      ,1
P-DME-HOSP-MAN-IND   ,1
P-DME-MAE-IND        ,1
P-DME-MAE-WCC-IND    ,1
P-DME-MAE-PLSL-IND   ,1
P-DME-ORTHD-NON-IN   ,1
P-DME-OXY-IND        ,1
P-OXY-EQUIP-IND      ,1
P-OXY-CONC-IND       ,1
P-OXY-RSRV-IND       ,1
P-OXY-HPCYL-IND      ,1
P-OXY-ACC-SPLY-IND   ,1
P-OXY-CONDV-IND      ,1
P-DME-JT-CMSN-IND    ,1
P-DME-NABP-IND       ,1
P-DME-BOPC-IND       ,1
P-DME-CHHP-IND       ,1
P-DME-CT-IND         ,1
P-DME-ABCOP-IND      ,1
P-DME-NBAOS-IND      ,1
P-DME-CARF-IND       ,1
P-DME-HCQAA-IND      ,1
P-DME-ACHC-IND       ,1
P-DME-APLC-LCT-TX    ,200
P-DME-POS-LCT-TX     ,200
G-AUD-USER-ID        ,7
G-AUD-DT             ,10
G-AUD-TM             ,8
P-ORTHD-PRACT-IND    ,1
P-ORTHD-FLT-IND      ,1
P-ORTHD-OTH-2ND-IN   ,1
P-SPEC-2ND-TX        ,30
P-DME-PORTH-IND      ,1
P-PORTH-THERA-IND    ,1
P-PORTH-SHOE-IND     ,1
P-PORTH-FOOT-IND     ,1
P-PORTH-ABC-IND      ,1
P-PORTH-BOC-IND      ,1
P-PORTH-OTHR-IND     ,1
P-PORTH-SPEC-TX      ,30
P_PROV_EDI_TB /PRVEDITB / DCLP-PROV-EDI-TB    
P-SYS-ID             ,9
